mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
91.14354022343953,2.8164445753348715,0.3313484191894531,0.04293319402857979,1.0,5,3,5,1.0,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 1.0}",-17.010141128885085,0.9849802486713218,0.976571351959246,-5.016196509418173,8.481000268384834,2,0.9976057976914463,0.9944064534976822,0.9959490340143299,0.9959870950678195,0.0013064040468368586
139.68440715471903,5.720554446453586,0.5292369524637858,0.0556208462883627,0.6,1,5,1.5,0.8,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.8}",-280.99302359055406,0.992530570141336,0.973540253625247,-93.00898425559583,132.92478919467547,4,0.9994916752979428,0.9979634090053017,0.998247392282993,0.9985674921954124,0.0006637004498788101
137.2661763827006,1.2853295252523549,0.5282566547393799,0.07539545480637012,0.8,5,5,1,0.8,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.8}",-214.59097276604714,0.9866954598025884,0.9743542346640709,-70.87664102386016,101.62137865349,3,0.9972703087205722,0.9944142638581163,0.9968036671695962,0.9961627465827615,0.0012509549587046455
110.86528158187866,2.438478612096789,0.539191484451294,0.1460442572964734,1.0,5,5,5,0.6,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",-287.99988531803194,0.9857191431973575,0.9636554356567669,-95.35017024639261,136.2239202186108,5,0.9981701785030955,0.9956635998005738,0.995956134796198,0.9965966376999559,0.0011190523298087003
119.09287611643474,4.221222717397635,0.35074591636657715,0.02436337691946751,0.8,1,4,1,1.0,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 1.0}",-13.532560798200583,0.9902442077382583,0.9707511622497853,-3.857188476070846,6.841526007823169,1,0.9993707392956755,0.9977161788081143,0.997732819701546,0.9982732459351119,0.0007760747331687605
